"Step","polar-music-6 - train/loss","polar-music-6 - train/loss__MIN","polar-music-6 - train/loss__MAX"
"22808","0.5024","0.5024","0.5024"
"22818","0.8246","0.8246","0.8246"
"22821","0.2733","0.2733","0.2733"
"22822","0.5056","0.5056","0.5056"
"22823","0.5056","0.5056","0.5056"
"22826","0.5854","0.5854","0.5854"
"22838","0.2132","0.2132","0.2132"
"22840","0.7532","0.7532","0.7532"
"22843","0.5623","0.5623","0.5623"
"22845","0.9164","0.9164","0.9164"
"22846","0.7425","0.7425","0.7425"
"22849","1.3167","1.3167","1.3167"
"22866","0.3553","0.3553","0.3553"
"22870","0.6708","0.6708","0.6708"
"22871","0.6708","0.6708","0.6708"
"22873","0.7108","0.7108","0.7108"
"22874","1.3871","1.3871","1.3871"
"22878","0.7882","0.7882","0.7882"
"22881","0.5679","0.5679","0.5679"
"22882","0.7105","0.7105","0.7105"
"22884","0.1888","0.1888","0.1888"
"22885","0.1888","0.1888","0.1888"
"22886","0.3378","0.3378","0.3378"
"22888","0.3503","0.3503","0.3503"
"22889","0.3503","0.3503","0.3503"
"22893","0.3403","0.3403","0.3403"
"22894","0.2817","0.2817","0.2817"
"22897","0.2016","0.2016","0.2016"
"22901","0.4104","0.4104","0.4104"
"22902","0.6701","0.6701","0.6701"
"22903","0.6701","0.6701","0.6701"
"22914","0.9973","0.9973","0.9973"
"22915","0.9973","0.9973","0.9973"
"22916","0.8169","0.8169","0.8169"
"22918","0.5553","0.5553","0.5553"
"22927","0.7781","0.7781","0.7781"
"22928","0.3319","0.3319","0.3319"
"22930","0.5465","0.5465","0.5465"
"22941","0.0641","0.0641","0.0641"
"22943","0.3947","0.3947","0.3947"
"22946","1.1655","1.1655","1.1655"
"22948","0.2039","0.2039","0.2039"
"22949","0.2039","0.2039","0.2039"
"22951","0.3145","0.3145","0.3145"
"22952","1.4227","1.4227","1.4227"
"22953","1.4227","1.4227","1.4227"
"22954","0.3245","0.3245","0.3245"
"22955","0.3245","0.3245","0.3245"
"22957","0.075","0.075","0.075"
"22961","0.7788","0.7788","0.7788"
"22970","0.8614","0.8614","0.8614"
"22975","0.4012","0.4012","0.4012"
"22976","0.8644","0.8644","0.8644"
"22987","0.709","0.709","0.709"
"22990","0.6499","0.6499","0.6499"
"22992","0.779","0.779","0.779"
"22994","0.6012","0.6012","0.6012"
"22996","0.3986","0.3986","0.3986"
"22998","1.231","1.231","1.231"
"23005","0.8673","0.8673","0.8673"
"23008","0.6241","0.6241","0.6241"
"23013","0.8516","0.8516","0.8516"
"23014","0.5972","0.5972","0.5972"
"23025","0.656","0.656","0.656"
"23026","0.2886","0.2886","0.2886"
"23027","0.2886","0.2886","0.2886"
"23028","0.7987","0.7987","0.7987"
"23030","0.361","0.361","0.361"
"23031","0.361","0.361","0.361"
"23033","0.7152","0.7152","0.7152"
"23034","0.3578","0.3578","0.3578"
"23038","0.3608","0.3608","0.3608"
"23048","0.4878","0.4878","0.4878"
"23052","0.5216","0.5216","0.5216"
"23054","0.5322","0.5322","0.5322"
"23055","0.5322","0.5322","0.5322"
"23058","0.4327","0.4327","0.4327"
"23062","0.2107","0.2107","0.2107"
"23063","0.2107","0.2107","0.2107"
"23065","0.456","0.456","0.456"
"23073","0.6095","0.6095","0.6095"
"23076","0.8056","0.8056","0.8056"
"23078","0.3028","0.3028","0.3028"
"23080","1.267","1.267","1.267"
"23081","1.267","1.267","1.267"
"23086","0.364","0.364","0.364"
"23087","0.364","0.364","0.364"
"23089","1.2535","1.2535","1.2535"
"23090","0.7445","0.7445","0.7445"
"23091","0.7445","0.7445","0.7445"
"23099","0.5391","0.5391","0.5391"
"23101","0.9972","0.9972","0.9972"
"23103","0.3134","0.3134","0.3134"
"23110","0.7958","0.7958","0.7958"
"23116","0.1064","0.1064","0.1064"
"23118","0.6462","0.6462","0.6462"
"23122","0.7628","0.7628","0.7628"
"23125","0.402","0.402","0.402"
"23126","0.3097","0.3097","0.3097"
"23127","0.3097","0.3097","0.3097"
"23130","0.9404","0.9404","0.9404"
"23132","0.3437","0.3437","0.3437"
"23133","0.3437","0.3437","0.3437"
"23135","0.1028","0.1028","0.1028"
"23141","0.6279","0.6279","0.6279"
"23145","0.3592","0.3592","0.3592"
"23148","0.7438","0.7438","0.7438"
"23152","0.6282","0.6282","0.6282"
"23153","0.6282","0.6282","0.6282"
"23155","0.7446","0.7446","0.7446"
"23157","0.8075","0.8075","0.8075"
"23159","0.2096","0.2096","0.2096"
"23161","0.3341","0.3341","0.3341"
"23163","0.3505","0.3505","0.3505"
"23164","0.3738","0.3738","0.3738"
"23165","0.3738","0.3738","0.3738"
"23167","0.1818","0.1818","0.1818"
"23168","0.3913","0.3913","0.3913"
"23171","0.1771","0.1771","0.1771"
"23173","0.639","0.639","0.639"
"23175","0.4709","0.4709","0.4709"
"23176","0.256","0.256","0.256"
"23178","0.8141","0.8141","0.8141"
"23179","0.8141","0.8141","0.8141"
"23181","0.6611","0.6611","0.6611"
"23183","0.2563","0.2563","0.2563"
"23186","0.3171","0.3171","0.3171"
"23189","0.4647","0.4647","0.4647"
"23191","0.7765","0.7765","0.7765"
"23193","1.0401","1.0401","1.0401"
"23197","0.5768","0.5768","0.5768"
"23198","0.2569","0.2569","0.2569"
"23199","0.2569","0.2569","0.2569"
"23209","1.2242","1.2242","1.2242"
"23213","0.2873","0.2873","0.2873"
"23215","0.7271","0.7271","0.7271"
"23219","0.9802","0.9802","0.9802"
"23223","0.3459","0.3459","0.3459"
"23226","1.2176","1.2176","1.2176"
"23230","0.2631","0.2631","0.2631"
"23231","0.2631","0.2631","0.2631"
"23238","0.7524","0.7524","0.7524"
"23246","1.4233","1.4233","1.4233"
"23247","1.4233","1.4233","1.4233"
"23248","0.4726","0.4726","0.4726"
"23252","0.6511","0.6511","0.6511"
"23255","0.9401","0.9401","0.9401"
"23259","1.226","1.226","1.226"
"23263","0.0617","0.0617","0.0617"
"23264","0.739","0.739","0.739"
"23266","1.4112","1.4112","1.4112"
"23269","0.3283","0.3283","0.3283"
"23272","0.4073","0.4073","0.4073"
"23278","1.2699","1.2699","1.2699"
"23282","0.1453","0.1453","0.1453"
"23287","0.955","0.955","0.955"
"23291","1.2227","1.2227","1.2227"
"23296","1.2253","1.2253","1.2253"
"23297","1.2253","1.2253","1.2253"
"23298","0.8417","0.8417","0.8417"
"23299","0.8417","0.8417","0.8417"
"23301","0.4342","0.4342","0.4342"
"23305","0.1611","0.1611","0.1611"
"23309","0.7049","0.7049","0.7049"
"23310","0.5496","0.5496","0.5496"
"23311","0.5496","0.5496","0.5496"
"23318","0.1254","0.1254","0.1254"
"23321","0.0853","0.0853","0.0853"
"23328","0.9244","0.9244","0.9244"
"23329","0.9244","0.9244","0.9244"
"23334","0.1236","0.1236","0.1236"
"23335","0.1236","0.1236","0.1236"
"23338","0.587","0.587","0.587"
"23343","0.3865","0.3865","0.3865"
"23344","0.4442","0.4442","0.4442"
"23348","1.3067","1.3067","1.3067"
"23351","1.3677","1.3677","1.3677"
"23352","0.548","0.548","0.548"
"23353","0.548","0.548","0.548"
"23355","0.1053","0.1053","0.1053"
"23356","0.6588","0.6588","0.6588"
"23357","0.6588","0.6588","0.6588"
"23358","0.3938","0.3938","0.3938"
"23371","0.7462","0.7462","0.7462"
"23377","0.4862","0.4862","0.4862"
"23378","0.5529","0.5529","0.5529"
"23383","0.2425","0.2425","0.2425"
"23395","0.8076","0.8076","0.8076"
"23402","0.278","0.278","0.278"
"23403","0.278","0.278","0.278"
"23405","0.1838","0.1838","0.1838"
"23408","0.5555","0.5555","0.5555"
"23414","0.3748","0.3748","0.3748"
"23430","0.9229","0.9229","0.9229"
"23432","0.4865","0.4865","0.4865"
"23433","0.4865","0.4865","0.4865"
"23434","0.7109","0.7109","0.7109"
"23435","0.7109","0.7109","0.7109"
"23438","0.868","0.868","0.868"
"23439","0.868","0.868","0.868"
"23440","0.0869","0.0869","0.0869"
"23442","0.6547","0.6547","0.6547"
"23446","1.2885","1.2885","1.2885"
"23448","1.0581","1.0581","1.0581"
"23452","1.9041","1.9041","1.9041"
"23453","1.9041","1.9041","1.9041"
"23457","0.7784","0.7784","0.7784"
"23459","0.26","0.26","0.26"
"23460","1.154","1.154","1.154"
"23465","0.3203","0.3203","0.3203"
"23471","0.886","0.886","0.886"
"23474","0.4151","0.4151","0.4151"
"23475","0.4151","0.4151","0.4151"
"23476","0.6325","0.6325","0.6325"
"23480","0.2435","0.2435","0.2435"
"23483","0.3716","0.3716","0.3716"
"23484","0.5977","0.5977","0.5977"
"23490","0.2907","0.2907","0.2907"
"23492","0.5183","0.5183","0.5183"
"23498","0.3473","0.3473","0.3473"
"23502","0.5081","0.5081","0.5081"
"23503","0.5081","0.5081","0.5081"
"23506","0.4086","0.4086","0.4086"
"23509","0.1158","0.1158","0.1158"
"23520","0.1451","0.1451","0.1451"
"23521","0.1451","0.1451","0.1451"
"23522","0.8913","0.8913","0.8913"
"23523","0.8913","0.8913","0.8913"
"23527","0.4488","0.4488","0.4488"
"23535","0.1638","0.1638","0.1638"
"23537","0.6126","0.6126","0.6126"
"23539","0.0036","0.0036","0.0036"
"23542","0.7842","0.7842","0.7842"
"23545","0.4694","0.4694","0.4694"
"23546","0.8053","0.8053","0.8053"
"23547","0.8053","0.8053","0.8053"
"23549","0.4548","0.4548","0.4548"
"23554","0.6879","0.6879","0.6879"
"23555","0.6879","0.6879","0.6879"
"23560","1.5181","1.5181","1.5181"
"23562","0.7168","0.7168","0.7168"
"23567","0.2574","0.2574","0.2574"
"23568","0.3591","0.3591","0.3591"
"23575","0.3622","0.3622","0.3622"
"23584","0.2004","0.2004","0.2004"
"23585","0.2004","0.2004","0.2004"
"23588","0.667","0.667","0.667"
"23594","0.6626","0.6626","0.6626"
"23595","0.6626","0.6626","0.6626"
"23597","0.6396","0.6396","0.6396"
"23600","0.2926","0.2926","0.2926"
"23602","0.3117","0.3117","0.3117"
"23606","0.3486","0.3486","0.3486"
"23611","0.2089","0.2089","0.2089"
"23616","0.9248","0.9248","0.9248"
"23618","0.2408","0.2408","0.2408"
"23623","0.4742","0.4742","0.4742"
"23625","0.3306","0.3306","0.3306"
"23628","0.3466","0.3466","0.3466"
"23630","0.2188","0.2188","0.2188"
"23633","0.9265","0.9265","0.9265"
"23634","0.0941","0.0941","0.0941"
"23635","0.0941","0.0941","0.0941"
"23636","0.5989","0.5989","0.5989"
"23643","0.6066","0.6066","0.6066"
"23646","0.4746","0.4746","0.4746"
"23654","1.1653","1.1653","1.1653"
"23655","1.1653","1.1653","1.1653"
"23659","0.4538","0.4538","0.4538"
"23660","0.2084","0.2084","0.2084"
"23664","0.6445","0.6445","0.6445"
"23665","0.6445","0.6445","0.6445"
"23667","0.2062","0.2062","0.2062"
"23670","0.1692","0.1692","0.1692"
"23671","0.1692","0.1692","0.1692"
"23678","0.7892","0.7892","0.7892"
"23684","0.6431","0.6431","0.6431"
"23691","0.9698","0.9698","0.9698"
"23692","0.9423","0.9423","0.9423"
"23693","0.9423","0.9423","0.9423"
"23694","0.584","0.584","0.584"
"23705","1.3273","1.3273","1.3273"
"23707","1.1304","1.1304","1.1304"
"23708","0.9268","0.9268","0.9268"
"23710","0.8612","0.8612","0.8612"
"23711","0.8612","0.8612","0.8612"
"23713","1.0336","1.0336","1.0336"
"23715","0.2672","0.2672","0.2672"
"23718","0.9213","0.9213","0.9213"
"23720","0.8298","0.8298","0.8298"
"23721","0.8298","0.8298","0.8298"
"23729","0.5978","0.5978","0.5978"
"23730","0.5807","0.5807","0.5807"
"23731","0.5807","0.5807","0.5807"
"23732","0.5537","0.5537","0.5537"
"23735","0.8108","0.8108","0.8108"
"23744","1.0879","1.0879","1.0879"
"23746","0.3108","0.3108","0.3108"
"23747","0.3108","0.3108","0.3108"
"23750","1.2104","1.2104","1.2104"
"23756","0.1622","0.1622","0.1622"
"23758","0.6255","0.6255","0.6255"
"23759","0.6255","0.6255","0.6255"
"23762","0.4526","0.4526","0.4526"
"23764","0.8037","0.8037","0.8037"
"23767","0.6294","0.6294","0.6294"
"23770","0.4151","0.4151","0.4151"
"23771","0.4151","0.4151","0.4151"
"23772","0.9426","0.9426","0.9426"
"23775","0.2764","0.2764","0.2764"
"23776","0.1124","0.1124","0.1124"
"23777","0.1124","0.1124","0.1124"
"23782","0.6488","0.6488","0.6488"
"23785","0.8866","0.8866","0.8866"
"23786","0.3768","0.3768","0.3768"
"23787","0.3768","0.3768","0.3768"
"23788","0.412","0.412","0.412"
"23789","0.412","0.412","0.412"
"23793","0.8366","0.8366","0.8366"
"23796","0.1712","0.1712","0.1712"
"23798","0.4493","0.4493","0.4493"
"23801","0.492","0.492","0.492"
"23808","0.1194","0.1194","0.1194"
"23809","0.1194","0.1194","0.1194"
"23813","1.1358","1.1358","1.1358"
"23815","0.2203","0.2203","0.2203"
"23818","1.0861","1.0861","1.0861"
"23820","0.7798","0.7798","0.7798"
"23821","0.7798","0.7798","0.7798"
"23823","1.1358","1.1358","1.1358"
"23826","0.7692","0.7692","0.7692"
"23829","0.7514","0.7514","0.7514"
"23834","0.4241","0.4241","0.4241"
"23838","0.6621","0.6621","0.6621"
"23840","0.364","0.364","0.364"
"23841","0.364","0.364","0.364"
"23843","0.1954","0.1954","0.1954"
"23845","0.7401","0.7401","0.7401"
"23856","0.2872","0.2872","0.2872"
"23857","0.2872","0.2872","0.2872"
"23861","0.5781","0.5781","0.5781"
"23865","1.437","1.437","1.437"
"23868","0.3274","0.3274","0.3274"
"23869","0.3274","0.3274","0.3274"
"23872","0.8776","0.8776","0.8776"
"23876","0.7933","0.7933","0.7933"
"23882","0.3116","0.3116","0.3116"
"23890","0.8123","0.8123","0.8123"
"23894","0.6123","0.6123","0.6123"
"23896","0.239","0.239","0.239"
"23897","0.239","0.239","0.239"
"23900","0.0933","0.0933","0.0933"
"23901","0.0933","0.0933","0.0933"
"23903","0.8158","0.8158","0.8158"
"23904","0.4121","0.4121","0.4121"
"23909","0.3213","0.3213","0.3213"
"23911","0.7575","0.7575","0.7575"
"23912","0.8771","0.8771","0.8771"
"23915","0.4","0.4","0.4"
"23918","0.2435","0.2435","0.2435"
"23919","0.2435","0.2435","0.2435"
"23920","0.0947","0.0947","0.0947"
"23924","0.3971","0.3971","0.3971"
"23927","0.7734","0.7734","0.7734"
"23931","2.0239","2.0239","2.0239"
"23932","0.7859","0.7859","0.7859"
"23934","0.0621","0.0621","0.0621"
"23936","0.562","0.562","0.562"
"23937","0.562","0.562","0.562"
"23942","0.1566","0.1566","0.1566"
"23946","0.5662","0.5662","0.5662"
"23948","0.5618","0.5618","0.5618"
"23949","0.5618","0.5618","0.5618"
"23951","0.126","0.126","0.126"
"23955","0.9974","0.9974","0.9974"
"23958","0.9116","0.9116","0.9116"
"23959","0.9116","0.9116","0.9116"
"23963","1.5829","1.5829","1.5829"
"23964","0.9093","0.9093","0.9093"
"23972","0.6938","0.6938","0.6938"
"23973","0.6938","0.6938","0.6938"
"23976","1.5256","1.5256","1.5256"
"23982","0.5555","0.5555","0.5555"
"23986","0.4532","0.4532","0.4532"
"23988","1.0824","1.0824","1.0824"
"23989","1.0824","1.0824","1.0824"
"23990","0.5179","0.5179","0.5179"
"23991","0.5179","0.5179","0.5179"
"23999","1.2719","1.2719","1.2719"
"24001","1.7095","1.7095","1.7095"
"24003","0.429","0.429","0.429"
"24006","0.1333","0.1333","0.1333"
"24011","1.2102","1.2102","1.2102"
"24013","0.9419","0.9419","0.9419"
"24017","0.3313","0.3313","0.3313"
"24020","0.8081","0.8081","0.8081"
"24024","0.3074","0.3074","0.3074"
"24025","0.3074","0.3074","0.3074"
"24026","0.7583","0.7583","0.7583"
"24027","0.7583","0.7583","0.7583"
"24028","0.2584","0.2584","0.2584"
"24029","0.2584","0.2584","0.2584"
"24031","0.3057","0.3057","0.3057"
"24032","0.5397","0.5397","0.5397"
"24034","0.3644","0.3644","0.3644"
"24035","0.3644","0.3644","0.3644"
"24036","0.6234","0.6234","0.6234"
"24037","0.6234","0.6234","0.6234"
"24038","0.6297","0.6297","0.6297"
"24045","0.5441","0.5441","0.5441"
"24048","0.6224","0.6224","0.6224"
"24049","0.6224","0.6224","0.6224"
"24053","0.2158","0.2158","0.2158"
"24054","0.5197","0.5197","0.5197"
"24058","0.0728","0.0728","0.0728"
"24061","0.5961","0.5961","0.5961"
"24066","0.8679","0.8679","0.8679"
"24068","0.6975","0.6975","0.6975"
"24069","0.6975","0.6975","0.6975"
"24073","0.9535","0.9535","0.9535"
"24074","0.9126","0.9126","0.9126"
"24076","0.4768","0.4768","0.4768"
"24080","0.8762","0.8762","0.8762"
"24084","0.461","0.461","0.461"
"24086","0.3309","0.3309","0.3309"
"24089","0.517","0.517","0.517"
"24092","0.0857","0.0857","0.0857"
"24094","0.3465","0.3465","0.3465"
"24098","0.2768","0.2768","0.2768"
"24102","0.1444","0.1444","0.1444"
"24103","0.1444","0.1444","0.1444"
"24104","0.6417","0.6417","0.6417"
"24105","0.6417","0.6417","0.6417"
"24109","0.4467","0.4467","0.4467"
"24110","0.8358","0.8358","0.8358"
"24112","0.5681","0.5681","0.5681"
"24113","0.5681","0.5681","0.5681"
"24116","0.5507","0.5507","0.5507"
"24120","0.2194","0.2194","0.2194"
"24122","1.0299","1.0299","1.0299"
"24123","1.0299","1.0299","1.0299"
"24129","0.2721","0.2721","0.2721"
"24132","1.4053","1.4053","1.4053"
"24138","0.9556","0.9556","0.9556"
"24139","0.9556","0.9556","0.9556"
"24140","1.451","1.451","1.451"
"24142","0.472","0.472","0.472"
"24145","0.3394","0.3394","0.3394"
"24148","0.5326","0.5326","0.5326"
"24149","0.5326","0.5326","0.5326"
"24156","0.9773","0.9773","0.9773"
"24158","1.1195","1.1195","1.1195"
"24161","0.8719","0.8719","0.8719"
"24162","0.6352","0.6352","0.6352"
"24173","0.3614","0.3614","0.3614"
"24174","0.8891","0.8891","0.8891"
"24176","0.7191","0.7191","0.7191"
"24178","0.4736","0.4736","0.4736"
"24180","0.3191","0.3191","0.3191"
"24181","0.3191","0.3191","0.3191"
"24182","0.68","0.68","0.68"
"24183","0.68","0.68","0.68"
"24184","0.5098","0.5098","0.5098"
"24189","0.9587","0.9587","0.9587"
"24199","1.2835","1.2835","1.2835"
"24207","0.1558","0.1558","0.1558"
"24209","0.5592","0.5592","0.5592"
"24212","0.3547","0.3547","0.3547"
"24221","0.3711","0.3711","0.3711"
"24222","0.9798","0.9798","0.9798"
"24223","0.9798","0.9798","0.9798"
"24224","0.2814","0.2814","0.2814"
"24225","0.2814","0.2814","0.2814"
"24229","0.9714","0.9714","0.9714"
"24230","0.4151","0.4151","0.4151"
"24234","0.1289","0.1289","0.1289"
"24236","0.561","0.561","0.561"
"24237","0.561","0.561","0.561"
"24238","1.0366","1.0366","1.0366"
"24239","1.0366","1.0366","1.0366"
"24248","0.8853","0.8853","0.8853"
"24250","0.4325","0.4325","0.4325"
"24254","1.0793","1.0793","1.0793"
"24258","0.4749","0.4749","0.4749"
"24262","0.321","0.321","0.321"
"24264","0.8888","0.8888","0.8888"
"24265","0.8888","0.8888","0.8888"
"24267","0.7265","0.7265","0.7265"
"24269","1.249","1.249","1.249"
"24270","0.7827","0.7827","0.7827"
"24279","0.9661","0.9661","0.9661"
"24280","0.6096","0.6096","0.6096"
"24286","0.4459","0.4459","0.4459"
"24287","0.4459","0.4459","0.4459"
"24294","0.24","0.24","0.24"
"24296","0.3952","0.3952","0.3952"
"24298","0.4539","0.4539","0.4539"
"24304","0.645","0.645","0.645"
"24313","1.0005","1.0005","1.0005"
"24317","0.813","0.813","0.813"
"24323","0.4409","0.4409","0.4409"
"24328","0.4634","0.4634","0.4634"
"24333","0.2969","0.2969","0.2969"
"24338","0.4279","0.4279","0.4279"
"24342","0.8945","0.8945","0.8945"
"24345","0.519","0.519","0.519"
"24349","1.3233","1.3233","1.3233"
"24350","0.4553","0.4553","0.4553"
"24351","0.4553","0.4553","0.4553"
"24353","0.2577","0.2577","0.2577"
"24362","1.3529","1.3529","1.3529"
"24363","1.3529","1.3529","1.3529"
"24368","0.7792","0.7792","0.7792"
"24371","0.1991","0.1991","0.1991"
"24373","0.5383","0.5383","0.5383"
"24379","0.156","0.156","0.156"
"24380","0.6668","0.6668","0.6668"
"24381","0.6668","0.6668","0.6668"
"24383","0.1902","0.1902","0.1902"
"24387","0.2935","0.2935","0.2935"
"24392","0.3135","0.3135","0.3135"
"24402","0.3973","0.3973","0.3973"
"24405","0.4211","0.4211","0.4211"
"24409","0.5283","0.5283","0.5283"
"24410","0.3082","0.3082","0.3082"
"24422","0.2217","0.2217","0.2217"
"24423","0.2217","0.2217","0.2217"
"24428","0.4185","0.4185","0.4185"
"24431","0.2864","0.2864","0.2864"
"24436","0.5264","0.5264","0.5264"
"24438","0.1114","0.1114","0.1114"
"24440","0.1598","0.1598","0.1598"
"24445","0.4168","0.4168","0.4168"
"24449","0.3229","0.3229","0.3229"
"24451","0.0106","0.0106","0.0106"
"24453","0.2562","0.2562","0.2562"
"24454","0.8312","0.8312","0.8312"
"24455","0.8312","0.8312","0.8312"
"24465","0.8081","0.8081","0.8081"
"24468","0.8608","0.8608","0.8608"
"24471","0.8602","0.8602","0.8602"
"24472","0.9774","0.9774","0.9774"
"24474","0.8645","0.8645","0.8645"
"24475","0.8645","0.8645","0.8645"
"24480","1.2376","1.2376","1.2376"
"24484","0.3314","0.3314","0.3314"
"24485","0.3314","0.3314","0.3314"
"24489","0.281","0.281","0.281"
"24490","0.2791","0.2791","0.2791"
"24494","0.471","0.471","0.471"
"24495","0.471","0.471","0.471"
"24498","0.5036","0.5036","0.5036"
"24501","0.4479","0.4479","0.4479"
"24504","0.1925","0.1925","0.1925"
"24509","0.1657","0.1657","0.1657"
"24510","0.8664","0.8664","0.8664"
"24512","0.6099","0.6099","0.6099"
"24515","1.561","1.561","1.561"
"24519","0.236","0.236","0.236"
"24522","0.3911","0.3911","0.3911"
"24523","0.3911","0.3911","0.3911"
"24527","0.1898","0.1898","0.1898"
"24537","0.625","0.625","0.625"
"24541","0.9319","0.9319","0.9319"
"24544","0.239","0.239","0.239"
"24546","1.2123","1.2123","1.2123"
"24549","0.3122","0.3122","0.3122"
"24550","0.3153","0.3153","0.3153"
"24552","1.2428","1.2428","1.2428"
"24556","0.2071","0.2071","0.2071"
"24558","0.998","0.998","0.998"
"24560","0.7979","0.7979","0.7979"
"24561","0.7979","0.7979","0.7979"
"24563","0.5707","0.5707","0.5707"
"24564","0.4157","0.4157","0.4157"
"24565","0.4157","0.4157","0.4157"
"24566","0.6391","0.6391","0.6391"
"24567","0.6391","0.6391","0.6391"
"24570","1.3467","1.3467","1.3467"
"24573","1.1274","1.1274","1.1274"
"24575","0.5738","0.5738","0.5738"
"24578","0.8054","0.8054","0.8054"
"24587","0.6635","0.6635","0.6635"
"24589","0.3071","0.3071","0.3071"
"24590","0.0153","0.0153","0.0153"
"24594","0.9471","0.9471","0.9471"
"24597","0.1101","0.1101","0.1101"
"24598","0.1829","0.1829","0.1829"
"24599","0.1829","0.1829","0.1829"
"24601","0.5519","0.5519","0.5519"
"24604","0.4397","0.4397","0.4397"
"24607","0.4831","0.4831","0.4831"
"24608","0.7619","0.7619","0.7619"
"24610","0.3583","0.3583","0.3583"
"24611","0.3583","0.3583","0.3583"
"24613","0.5127","0.5127","0.5127"
"24614","0.1911","0.1911","0.1911"
"24619","0.8672","0.8672","0.8672"
"24622","0.8329","0.8329","0.8329"
"24628","0.1291","0.1291","0.1291"
"24643","0.5773","0.5773","0.5773"
"24652","1.2201","1.2201","1.2201"
"24653","1.2201","1.2201","1.2201"
"24655","1.322","1.322","1.322"
"24658","0.4385","0.4385","0.4385"
"24661","0.1894","0.1894","0.1894"
"24664","0.5485","0.5485","0.5485"
"24675","0.244","0.244","0.244"
"24676","0.5952","0.5952","0.5952"
"24679","0.4861","0.4861","0.4861"
"24681","0.9483","0.9483","0.9483"
"24682","0.1523","0.1523","0.1523"
"24683","0.1523","0.1523","0.1523"
"24689","0.1048","0.1048","0.1048"
"24690","0.7225","0.7225","0.7225"
"24692","0.7524","0.7524","0.7524"
"24701","0.6922","0.6922","0.6922"
"24702","0.3547","0.3547","0.3547"
"24703","0.3547","0.3547","0.3547"
"24708","0.2135","0.2135","0.2135"
"24713","0.7544","0.7544","0.7544"
"24714","1.0767","1.0767","1.0767"
"24718","0.4707","0.4707","0.4707"
"24720","0.7701","0.7701","0.7701"
"24724","0.3992","0.3992","0.3992"
"24729","1.5262","1.5262","1.5262"
"24730","0.121","0.121","0.121"
"24732","0.3672","0.3672","0.3672"
"24735","0.075","0.075","0.075"
"24737","0.8154","0.8154","0.8154"
"24740","1.0581","1.0581","1.0581"
"24742","0.5455","0.5455","0.5455"
"24745","1.1423","1.1423","1.1423"
"24746","0.5987","0.5987","0.5987"
"24754","0.2252","0.2252","0.2252"
"24761","0.9039","0.9039","0.9039"
"24766","1.8791","1.8791","1.8791"
"24769","0.7793","0.7793","0.7793"
"24774","0.1491","0.1491","0.1491"
"24777","0.7221","0.7221","0.7221"
"24778","0.3262","0.3262","0.3262"
"24779","0.3262","0.3262","0.3262"
"24780","0.4015","0.4015","0.4015"
"24781","0.4015","0.4015","0.4015"
"24782","1.0582","1.0582","1.0582"
"24786","0.7475","0.7475","0.7475"
"24789","0.4592","0.4592","0.4592"
"24790","0.5502","0.5502","0.5502"
"24791","0.5502","0.5502","0.5502"
"24792","0.2742","0.2742","0.2742"
"24793","0.2742","0.2742","0.2742"
"24796","0.7325","0.7325","0.7325"
"24798","1.2315","1.2315","1.2315"
"24799","1.2315","1.2315","1.2315"
"24804","0.8108","0.8108","0.8108"
"24805","0.8108","0.8108","0.8108"
"24809","0.3431","0.3431","0.3431"
"24820","0.7473","0.7473","0.7473"
"24823","0.1944","0.1944","0.1944"
"24829","1.0621","1.0621","1.0621"
"24832","0.972","0.972","0.972"
"24845","0.2044","0.2044","0.2044"
"24846","0.1666","0.1666","0.1666"
"24847","0.1666","0.1666","0.1666"
"24855","0.832","0.832","0.832"
"24858","1.1524","1.1524","1.1524"
"24859","1.1524","1.1524","1.1524"
"24863","0.605","0.605","0.605"
"24864","0.8715","0.8715","0.8715"
"24875","1.0993","1.0993","1.0993"
"24877","1.0145","1.0145","1.0145"
"24885","0.6941","0.6941","0.6941"
"24886","0.6249","0.6249","0.6249"
"24888","0.6272","0.6272","0.6272"
"24889","0.6272","0.6272","0.6272"
"24890","1.0415","1.0415","1.0415"
"24893","0.9698","0.9698","0.9698"
"24894","0.4209","0.4209","0.4209"
"24895","0.4209","0.4209","0.4209"
"24896","0.5671","0.5671","0.5671"
"24898","0.5142","0.5142","0.5142"
"24901","1.4455","1.4455","1.4455"
"24903","0.4193","0.4193","0.4193"
"24905","0.52","0.52","0.52"
"24906","0.9587","0.9587","0.9587"
"24908","0.2881","0.2881","0.2881"
"24911","0.3043","0.3043","0.3043"
"24914","1.2559","1.2559","1.2559"
"24915","1.2559","1.2559","1.2559"
"24917","0.7883","0.7883","0.7883"
"24921","1.0997","1.0997","1.0997"
"24922","0.3656","0.3656","0.3656"
"24924","0.5731","0.5731","0.5731"
"24932","0.4879","0.4879","0.4879"
"24934","0.3066","0.3066","0.3066"
"24937","0.3397","0.3397","0.3397"
"24938","0.7427","0.7427","0.7427"
"24940","0.1287","0.1287","0.1287"
"24941","0.1287","0.1287","0.1287"
"24942","0.1816","0.1816","0.1816"
"24944","0.5554","0.5554","0.5554"
"24949","0.5411","0.5411","0.5411"
"24952","0.4248","0.4248","0.4248"
"24961","0.7385","0.7385","0.7385"
"24967","0.6268","0.6268","0.6268"
"24969","0.4928","0.4928","0.4928"
"24972","0.835","0.835","0.835"
"24974","0.9251","0.9251","0.9251"
