"Step","breezy-bee-11 - train/loss","breezy-bee-11 - train/loss__MIN","breezy-bee-11 - train/loss__MAX"
"32296","0.2735","0.2735","0.2735"
"32302","0.5816","0.5816","0.5816"
"32306","0.6341","0.6341","0.6341"
"32309","1.4478","1.4478","1.4478"
"32314","0.9688","0.9688","0.9688"
"32321","1.121","1.121","1.121"
"32342","0.8348","0.8348","0.8348"
"32350","0.4037","0.4037","0.4037"
"32357","0.1935","0.1935","0.1935"
"32359","0.1024","0.1024","0.1024"
"32361","0.273","0.273","0.273"
"32364","1.0406","1.0406","1.0406"
"32368","0.5061","0.5061","0.5061"
"32371","1.655","1.655","1.655"
"32377","1.0048","1.0048","1.0048"
"32379","0.1721","0.1721","0.1721"
"32380","0.4329","0.4329","0.4329"
"32391","0.966","0.966","0.966"
"32393","0.5281","0.5281","0.5281"
"32398","0.6453","0.6453","0.6453"
"32400","1.2893","1.2893","1.2893"
"32401","1.2893","1.2893","1.2893"
"32405","1.6559","1.6559","1.6559"
"32407","0.2321","0.2321","0.2321"
"32409","0.234","0.234","0.234"
"32413","0.281","0.281","0.281"
"32417","0.3158","0.3158","0.3158"
"32420","0.3757","0.3757","0.3757"
"32422","0.6189","0.6189","0.6189"
"32423","0.6189","0.6189","0.6189"
"32425","1.2296","1.2296","1.2296"
"32430","0.6202","0.6202","0.6202"
"32436","0.1256","0.1256","0.1256"
"32437","0.1256","0.1256","0.1256"
"32439","0.6935","0.6935","0.6935"
"32444","0.4725","0.4725","0.4725"
"32447","1.3963","1.3963","1.3963"
"32449","0.7821","0.7821","0.7821"
"32450","0.9252","0.9252","0.9252"
"32452","1.0322","1.0322","1.0322"
"32457","0.5135","0.5135","0.5135"
"32458","0.925","0.925","0.925"
"32459","0.925","0.925","0.925"
"32467","1.2742","1.2742","1.2742"
"32470","0.5152","0.5152","0.5152"
"32485","0.2167","0.2167","0.2167"
"32488","0.3496","0.3496","0.3496"
"32492","0.8733","0.8733","0.8733"
"32495","1.1424","1.1424","1.1424"
"32496","0.4805","0.4805","0.4805"
"32502","0.1125","0.1125","0.1125"
"32504","0.2828","0.2828","0.2828"
"32505","0.2828","0.2828","0.2828"
"32506","0.5002","0.5002","0.5002"
"32516","0.2347","0.2347","0.2347"
"32518","0.292","0.292","0.292"
"32521","1.0094","1.0094","1.0094"
"32534","0.6738","0.6738","0.6738"
"32535","0.6738","0.6738","0.6738"
"32541","0.1254","0.1254","0.1254"
"32542","0.7611","0.7611","0.7611"
"32554","0.106","0.106","0.106"
"32557","0.2394","0.2394","0.2394"
"32561","0.5949","0.5949","0.5949"
"32570","0.2002","0.2002","0.2002"
"32573","0.2644","0.2644","0.2644"
"32580","1.4937","1.4937","1.4937"
"32581","1.4937","1.4937","1.4937"
"32584","0.2912","0.2912","0.2912"
"32585","0.2912","0.2912","0.2912"
"32587","0.4428","0.4428","0.4428"
"32604","0.5005","0.5005","0.5005"
"32608","1.0222","1.0222","1.0222"
"32615","0.6436","0.6436","0.6436"
"32616","0.6238","0.6238","0.6238"
"32621","0.0799","0.0799","0.0799"
"32624","0.613","0.613","0.613"
"32626","0.3698","0.3698","0.3698"
"32628","0.6884","0.6884","0.6884"
"32632","0.3861","0.3861","0.3861"
"32633","0.3861","0.3861","0.3861"
"32635","0.524","0.524","0.524"
"32637","1.2073","1.2073","1.2073"
"32638","0.9852","0.9852","0.9852"
"32646","0.9723","0.9723","0.9723"
"32648","0.5037","0.5037","0.5037"
"32649","0.5037","0.5037","0.5037"
"32650","1.1411","1.1411","1.1411"
"32654","1.7933","1.7933","1.7933"
"32655","1.7933","1.7933","1.7933"
"32658","0.3932","0.3932","0.3932"
"32659","0.3932","0.3932","0.3932"
"32660","0.1307","0.1307","0.1307"
"32664","0.5957","0.5957","0.5957"
"32666","0.2085","0.2085","0.2085"
"32667","0.2085","0.2085","0.2085"
"32674","0.7361","0.7361","0.7361"
"32681","0.2604","0.2604","0.2604"
"32687","1.4711","1.4711","1.4711"
"32693","0.1425","0.1425","0.1425"
"32695","0.275","0.275","0.275"
"32720","0.5072","0.5072","0.5072"
"32728","1.5557","1.5557","1.5557"
"32736","1.0232","1.0232","1.0232"
"32737","1.0232","1.0232","1.0232"
"32743","0.6516","0.6516","0.6516"
"32751","0.5042","0.5042","0.5042"
"32756","0.3869","0.3869","0.3869"
"32758","0.0789","0.0789","0.0789"
"32759","0.0789","0.0789","0.0789"
"32760","0.3911","0.3911","0.3911"
"32761","0.3911","0.3911","0.3911"
"32763","0.9557","0.9557","0.9557"
"32768","1.063","1.063","1.063"
"32770","0.1313","0.1313","0.1313"
"32776","0.5634","0.5634","0.5634"
"32788","0.1643","0.1643","0.1643"
"32789","0.1643","0.1643","0.1643"
"32793","1.1303","1.1303","1.1303"
"32805","0.318","0.318","0.318"
"32806","0.1529","0.1529","0.1529"
"32809","0.4726","0.4726","0.4726"
"32812","0.5779","0.5779","0.5779"
"32821","0.4615","0.4615","0.4615"
"32831","0.8125","0.8125","0.8125"
"32832","0.4907","0.4907","0.4907"
"32844","0.5565","0.5565","0.5565"
"32847","0.4614","0.4614","0.4614"
"32850","0.2331","0.2331","0.2331"
"32864","1.1859","1.1859","1.1859"
"32865","1.1859","1.1859","1.1859"
"32873","0.7135","0.7135","0.7135"
"32877","0.2372","0.2372","0.2372"
"32879","0.2031","0.2031","0.2031"
"32889","0.5567","0.5567","0.5567"
"32890","1.5491","1.5491","1.5491"
"32893","0.3527","0.3527","0.3527"
"32896","0.8754","0.8754","0.8754"
"32897","0.8754","0.8754","0.8754"
"32899","0.4155","0.4155","0.4155"
"32900","0.01","0.01","0.01"
"32913","0.3385","0.3385","0.3385"
"32915","0.2448","0.2448","0.2448"
"32918","0.9339","0.9339","0.9339"
"32921","1.0535","1.0535","1.0535"
"32922","0.372","0.372","0.372"
"32926","0.5619","0.5619","0.5619"
"32931","0.1012","0.1012","0.1012"
"32933","0.6448","0.6448","0.6448"
"32944","0.5039","0.5039","0.5039"
"32947","0.1614","0.1614","0.1614"
"32957","1.2048","1.2048","1.2048"
"32958","0.2026","0.2026","0.2026"
"32965","1.3585","1.3585","1.3585"
"32966","1.4333","1.4333","1.4333"
"32967","1.4333","1.4333","1.4333"
"32973","0.2263","0.2263","0.2263"
"32976","1.0631","1.0631","1.0631"
"32978","0.6793","0.6793","0.6793"
"32983","1.0181","1.0181","1.0181"
"32986","0.374","0.374","0.374"
"32987","0.374","0.374","0.374"
"32989","0.516","0.516","0.516"
"32999","0.4153","0.4153","0.4153"
"33001","0.1767","0.1767","0.1767"
"33003","0.0395","0.0395","0.0395"
"33007","0.2491","0.2491","0.2491"
"33014","0.5826","0.5826","0.5826"
"33015","0.5826","0.5826","0.5826"
"33016","0.7739","0.7739","0.7739"
"33023","0.3857","0.3857","0.3857"
"33025","0.3851","0.3851","0.3851"
"33027","0.266","0.266","0.266"
"33029","0.3313","0.3313","0.3313"
"33031","0.2045","0.2045","0.2045"
"33032","1.4548","1.4548","1.4548"
"33040","1.0959","1.0959","1.0959"
"33043","0.3204","0.3204","0.3204"
"33044","0.4415","0.4415","0.4415"
"33045","0.4415","0.4415","0.4415"
"33048","1.1267","1.1267","1.1267"
"33049","1.1267","1.1267","1.1267"
"33054","1.0813","1.0813","1.0813"
"33065","0.2092","0.2092","0.2092"
"33072","1.8266","1.8266","1.8266"
"33073","1.8266","1.8266","1.8266"
"33076","0.8298","0.8298","0.8298"
"33077","0.8298","0.8298","0.8298"
"33080","0.7805","0.7805","0.7805"
"33083","0.3658","0.3658","0.3658"
"33086","0.1943","0.1943","0.1943"
"33104","1.2955","1.2955","1.2955"
"33107","0.8881","0.8881","0.8881"
"33111","1.461","1.461","1.461"
"33115","0.874","0.874","0.874"
"33122","0.5661","0.5661","0.5661"
"33128","0.3605","0.3605","0.3605"
"33129","0.3605","0.3605","0.3605"
"33132","0.6894","0.6894","0.6894"
"33133","0.6894","0.6894","0.6894"
"33134","0.7691","0.7691","0.7691"
"33137","1.1359","1.1359","1.1359"
"33144","0.8327","0.8327","0.8327"
"33145","0.8327","0.8327","0.8327"
"33163","0.4738","0.4738","0.4738"
"33164","0.3606","0.3606","0.3606"
"33178","0.7279","0.7279","0.7279"
"33179","0.7279","0.7279","0.7279"
"33186","1.0346","1.0346","1.0346"
"33197","0.8215","0.8215","0.8215"
"33205","0.552","0.552","0.552"
"33210","0.648","0.648","0.648"
"33218","1.4034","1.4034","1.4034"
"33225","0.2402","0.2402","0.2402"
"33238","0.6016","0.6016","0.6016"
"33242","0.2392","0.2392","0.2392"
"33246","1.2708","1.2708","1.2708"
"33255","0.0804","0.0804","0.0804"
"33256","0.3519","0.3519","0.3519"
"33259","1.1054","1.1054","1.1054"
"33261","0.1277","0.1277","0.1277"
"33262","1.2793","1.2793","1.2793"
"33271","0.6777","0.6777","0.6777"
"33276","0.5559","0.5559","0.5559"
"33283","1.2364","1.2364","1.2364"
"33286","0.3624","0.3624","0.3624"
"33289","0.8868","0.8868","0.8868"
"33294","0.3471","0.3471","0.3471"
"33300","0.619","0.619","0.619"
"33302","0.1549","0.1549","0.1549"
"33309","0.169","0.169","0.169"
"33313","0.857","0.857","0.857"
"33314","0.2589","0.2589","0.2589"
"33320","0.2273","0.2273","0.2273"
"33322","0.4785","0.4785","0.4785"
"33325","0.1843","0.1843","0.1843"
"33326","0.1738","0.1738","0.1738"
"33327","0.1738","0.1738","0.1738"
"33329","1.0849","1.0849","1.0849"
"33333","0.5491","0.5491","0.5491"
"33335","0.4587","0.4587","0.4587"
"33336","0.9558","0.9558","0.9558"
"33337","0.9558","0.9558","0.9558"
"33348","0.7925","0.7925","0.7925"
"33361","0.9326","0.9326","0.9326"
"33366","0.8055","0.8055","0.8055"
"33367","0.8055","0.8055","0.8055"
"33372","1.7395","1.7395","1.7395"
"33375","1.2393","1.2393","1.2393"
"33376","0.4053","0.4053","0.4053"
"33380","0.5453","0.5453","0.5453"
"33381","0.5453","0.5453","0.5453"
"33384","0.7072","0.7072","0.7072"
"33386","0.3256","0.3256","0.3256"
"33389","0.773","0.773","0.773"
"33390","0.5487","0.5487","0.5487"
"33393","0.1036","0.1036","0.1036"
"33394","0.1856","0.1856","0.1856"
"33398","1.2067","1.2067","1.2067"
"33399","1.2067","1.2067","1.2067"
"33401","0.4255","0.4255","0.4255"
"33403","0.2792","0.2792","0.2792"
"33414","0.3241","0.3241","0.3241"
"33419","0.8444","0.8444","0.8444"
"33428","0.2809","0.2809","0.2809"
"33431","0.1679","0.1679","0.1679"
"33434","1.2132","1.2132","1.2132"
"33445","0.2861","0.2861","0.2861"
"33450","0.2855","0.2855","0.2855"
"33451","0.2855","0.2855","0.2855"
"33454","0.7634","0.7634","0.7634"
"33460","0.5679","0.5679","0.5679"
"33464","0.239","0.239","0.239"
"33475","0.438","0.438","0.438"
"33489","1.647","1.647","1.647"
"33495","0.5836","0.5836","0.5836"
"33497","0.4007","0.4007","0.4007"
"33501","0.8404","0.8404","0.8404"
"33506","0.4546","0.4546","0.4546"
"33508","0.0722","0.0722","0.0722"
"33509","0.0722","0.0722","0.0722"
"33513","1.5515","1.5515","1.5515"
"33515","0.0438","0.0438","0.0438"
"33517","0.3976","0.3976","0.3976"
"33519","0.5804","0.5804","0.5804"
"33523","0.8539","0.8539","0.8539"
"33524","0.2988","0.2988","0.2988"
"33535","0.735","0.735","0.735"
"33536","1.506","1.506","1.506"
"33542","0.9277","0.9277","0.9277"
"33546","0.5953","0.5953","0.5953"
"33551","0.4497","0.4497","0.4497"
"33556","0.8263","0.8263","0.8263"
"33565","0.3408","0.3408","0.3408"
"33568","0.9089","0.9089","0.9089"
"33569","0.9089","0.9089","0.9089"
"33571","0.3715","0.3715","0.3715"
"33579","0.1203","0.1203","0.1203"
"33587","0.9512","0.9512","0.9512"
"33591","0.3531","0.3531","0.3531"
"33594","0.3646","0.3646","0.3646"
"33599","0.1996","0.1996","0.1996"
"33607","0.1361","0.1361","0.1361"
"33614","0.1946","0.1946","0.1946"
"33616","0.2589","0.2589","0.2589"
"33617","0.2589","0.2589","0.2589"
"33618","0.1276","0.1276","0.1276"
"33620","0.755","0.755","0.755"
"33623","0.2094","0.2094","0.2094"
"33625","0.4587","0.4587","0.4587"
"33626","1.1248","1.1248","1.1248"
"33628","1.2171","1.2171","1.2171"
"33637","0.1984","0.1984","0.1984"
"33648","0.3888","0.3888","0.3888"
"33652","0.4723","0.4723","0.4723"
"33670","0.2077","0.2077","0.2077"
"33672","0.1754","0.1754","0.1754"
"33673","0.1754","0.1754","0.1754"
"33676","0.5039","0.5039","0.5039"
"33677","0.5039","0.5039","0.5039"
"33693","1.0284","1.0284","1.0284"
"33697","0.8533","0.8533","0.8533"
"33702","1.0148","1.0148","1.0148"
"33706","0.9726","0.9726","0.9726"
"33711","0.0956","0.0956","0.0956"
"33712","0.3086","0.3086","0.3086"
"33713","0.3086","0.3086","0.3086"
"33715","1.5339","1.5339","1.5339"
"33722","0.9826","0.9826","0.9826"
"33727","0.5172","0.5172","0.5172"
"33741","1.5015","1.5015","1.5015"
"33749","0.2202","0.2202","0.2202"
"33751","0.8195","0.8195","0.8195"
"33756","0.4887","0.4887","0.4887"
"33765","1.1342","1.1342","1.1342"
"33768","0.1776","0.1776","0.1776"
"33772","0.3584","0.3584","0.3584"
"33777","0.5068","0.5068","0.5068"
"33780","0.4329","0.4329","0.4329"
"33782","0.1774","0.1774","0.1774"
"33797","0.5269","0.5269","0.5269"
"33802","0.1582","0.1582","0.1582"
"33803","0.1582","0.1582","0.1582"
"33806","0.4918","0.4918","0.4918"
"33809","0.4042","0.4042","0.4042"
"33810","0.005","0.005","0.005"
"33811","0.005","0.005","0.005"
"33816","0.6536","0.6536","0.6536"
"33817","0.6536","0.6536","0.6536"
"33819","0.88","0.88","0.88"
"33820","0.4345","0.4345","0.4345"
"33821","0.4345","0.4345","0.4345"
"33822","0.9481","0.9481","0.9481"
"33826","0.8738","0.8738","0.8738"
"33827","0.8738","0.8738","0.8738"
"33830","0.4838","0.4838","0.4838"
"33831","0.4838","0.4838","0.4838"
"33836","0.381","0.381","0.381"
"33844","1.1565","1.1565","1.1565"
"33845","1.1565","1.1565","1.1565"
"33849","0.8075","0.8075","0.8075"
"33852","0.5378","0.5378","0.5378"
"33854","1.2318","1.2318","1.2318"
"33862","0.8039","0.8039","0.8039"
"33868","0.3672","0.3672","0.3672"
"33883","0.5128","0.5128","0.5128"
"33887","1.2591","1.2591","1.2591"
"33888","0.4679","0.4679","0.4679"
"33893","0.1783","0.1783","0.1783"
"33894","0.1013","0.1013","0.1013"
"33895","0.1013","0.1013","0.1013"
"33896","0.4829","0.4829","0.4829"
"33901","0.6072","0.6072","0.6072"
"33914","0.5858","0.5858","0.5858"
"33917","0.7325","0.7325","0.7325"
"33919","1.4132","1.4132","1.4132"
"33923","0.1887","0.1887","0.1887"
"33927","0.9348","0.9348","0.9348"
"33928","0.7285","0.7285","0.7285"
"33930","0.9022","0.9022","0.9022"
"33943","1.4041","1.4041","1.4041"
"33945","0.0018","0.0018","0.0018"
"33946","0.1188","0.1188","0.1188"
"33947","0.1188","0.1188","0.1188"
"33951","1.3724","1.3724","1.3724"
"33952","0.3066","0.3066","0.3066"
"33959","0.8944","0.8944","0.8944"
"33964","0.5247","0.5247","0.5247"
"33966","1.5416","1.5416","1.5416"
"33968","1.2613","1.2613","1.2613"
"33973","1.0107","1.0107","1.0107"
"33976","0.9072","0.9072","0.9072"
"33977","0.9072","0.9072","0.9072"
"33978","0.0353","0.0353","0.0353"
"33979","0.0353","0.0353","0.0353"
"33983","0.4532","0.4532","0.4532"
"33985","0.019","0.019","0.019"
"33988","0.9557","0.9557","0.9557"
"33992","0.8591","0.8591","0.8591"
"33993","0.8591","0.8591","0.8591"
"33998","0.5674","0.5674","0.5674"
"34008","0.3952","0.3952","0.3952"
"34009","0.3952","0.3952","0.3952"
"34020","0.2068","0.2068","0.2068"
"34023","0.0535","0.0535","0.0535"
"34024","0.7893","0.7893","0.7893"
"34028","1.108","1.108","1.108"
"34029","1.108","1.108","1.108"
"34038","0.9055","0.9055","0.9055"
"34045","1.8314","1.8314","1.8314"
"34047","0.632","0.632","0.632"
"34049","0.8628","0.8628","0.8628"
"34068","0.3573","0.3573","0.3573"
"34069","0.3573","0.3573","0.3573"
"34071","0.4586","0.4586","0.4586"
"34072","0.8404","0.8404","0.8404"
"34076","0.2894","0.2894","0.2894"
"34079","0.4482","0.4482","0.4482"
"34083","1.0148","1.0148","1.0148"
"34085","0.1184","0.1184","0.1184"
"34088","0.8342","0.8342","0.8342"
"34089","0.8342","0.8342","0.8342"
"34090","0.4153","0.4153","0.4153"
"34098","0.95","0.95","0.95"
"34099","0.95","0.95","0.95"
"34100","0.2305","0.2305","0.2305"
"34103","0.5709","0.5709","0.5709"
"34105","0.4556","0.4556","0.4556"
"34112","0.1265","0.1265","0.1265"
"34114","0.9166","0.9166","0.9166"
"34118","1.6258","1.6258","1.6258"
"34128","0.2662","0.2662","0.2662"
"34131","0.3337","0.3337","0.3337"
"34134","1.1468","1.1468","1.1468"
"34138","0.1932","0.1932","0.1932"
"34141","0.4987","0.4987","0.4987"
"34142","0.4257","0.4257","0.4257"
"34149","1.028","1.028","1.028"
"34152","0.2822","0.2822","0.2822"
"34153","0.2822","0.2822","0.2822"
"34159","0.2752","0.2752","0.2752"
"34168","0.4224","0.4224","0.4224"
"34179","1.2458","1.2458","1.2458"
"34182","0.6744","0.6744","0.6744"
"34185","0.3699","0.3699","0.3699"
"34189","0.8998","0.8998","0.8998"
"34192","0.3491","0.3491","0.3491"
"34197","0.9721","0.9721","0.9721"
"34198","0.7153","0.7153","0.7153"
"34204","1.2625","1.2625","1.2625"
"34205","1.2625","1.2625","1.2625"
"34206","1.9727","1.9727","1.9727"
"34213","0.0877","0.0877","0.0877"
"34221","0.9757","0.9757","0.9757"
"34226","0.3822","0.3822","0.3822"
"34236","0.2986","0.2986","0.2986"
"34239","0.8521","0.8521","0.8521"
"34242","2.1552","2.1552","2.1552"
"34246","0.4661","0.4661","0.4661"
"34247","0.4661","0.4661","0.4661"
"34249","0.847","0.847","0.847"
"34253","0.504","0.504","0.504"
"34256","0.3727","0.3727","0.3727"
"34263","0.8125","0.8125","0.8125"
"34264","1.5978","1.5978","1.5978"
"34277","0.567","0.567","0.567"
"34283","1.0439","1.0439","1.0439"
"34287","0.5979","0.5979","0.5979"
"34290","0.8772","0.8772","0.8772"
"34291","0.8772","0.8772","0.8772"
"34298","0.12","0.12","0.12"
"34300","0.4822","0.4822","0.4822"
"34302","0.2822","0.2822","0.2822"
"34306","0.4665","0.4665","0.4665"
"34318","0.9692","0.9692","0.9692"
"34319","0.9692","0.9692","0.9692"
"34321","1.5928","1.5928","1.5928"
"34326","0.2917","0.2917","0.2917"
"34330","1.438","1.438","1.438"
"34337","0.7915","0.7915","0.7915"
"34343","0.2187","0.2187","0.2187"
"34346","0.7791","0.7791","0.7791"
"34347","0.7791","0.7791","0.7791"
"34353","0.9267","0.9267","0.9267"
"34355","0.4835","0.4835","0.4835"
"34358","0.2708","0.2708","0.2708"
"34361","0.9179","0.9179","0.9179"
"34365","1.4587","1.4587","1.4587"
"34376","0.0514","0.0514","0.0514"
"34383","1.0277","1.0277","1.0277"
"34385","0.3684","0.3684","0.3684"
"34387","0.4789","0.4789","0.4789"
"34388","0.7873","0.7873","0.7873"
"34389","0.7873","0.7873","0.7873"
"34409","0.3144","0.3144","0.3144"
"34412","0.2439","0.2439","0.2439"
"34415","0.2956","0.2956","0.2956"
"34429","0.8411","0.8411","0.8411"
"34432","1.1654","1.1654","1.1654"
"34433","1.1654","1.1654","1.1654"
"34437","0.0458","0.0458","0.0458"
"34438","0.3758","0.3758","0.3758"
"34442","0.4289","0.4289","0.4289"
"34445","0.5532","0.5532","0.5532"
"34446","0.4589","0.4589","0.4589"
"34456","1.0975","1.0975","1.0975"
"34459","0.9511","0.9511","0.9511"
"34464","1.8371","1.8371","1.8371"
"34465","1.8371","1.8371","1.8371"
"34466","0.4554","0.4554","0.4554"
"34471","1.4396","1.4396","1.4396"
"34473","0.6446","0.6446","0.6446"
"34474","1.0888","1.0888","1.0888"
"34476","0.4877","0.4877","0.4877"
"34481","0.1398","0.1398","0.1398"
"34484","0.4442","0.4442","0.4442"
"34485","0.4442","0.4442","0.4442"
"34486","0.8353","0.8353","0.8353"
"34490","0.6321","0.6321","0.6321"
"34499","0.1297","0.1297","0.1297"
"34500","0.1597","0.1597","0.1597"
"34502","0.4276","0.4276","0.4276"
"34503","0.4276","0.4276","0.4276"
"34517","1.3673","1.3673","1.3673"
"34519","0.3577","0.3577","0.3577"
"34527","1.1001","1.1001","1.1001"
"34529","0.2584","0.2584","0.2584"
"34530","0.5568","0.5568","0.5568"
"34532","0.5904","0.5904","0.5904"
"34533","0.5904","0.5904","0.5904"
"34537","0.8906","0.8906","0.8906"
"34539","0.721","0.721","0.721"
"34541","0.6194","0.6194","0.6194"
"34547","0.864","0.864","0.864"
"34551","0.917","0.917","0.917"
"34556","1.5605","1.5605","1.5605"
"34558","0.5282","0.5282","0.5282"
"34565","0.1161","0.1161","0.1161"
"34566","1.6154","1.6154","1.6154"
"34570","0.3374","0.3374","0.3374"
"34577","0.5262","0.5262","0.5262"
"34580","0.3897","0.3897","0.3897"
"34583","0.5415","0.5415","0.5415"
"34586","0.6869","0.6869","0.6869"
"34593","1.0413","1.0413","1.0413"
"34595","0.5534","0.5534","0.5534"
"34597","1.4948","1.4948","1.4948"
"34598","0.4793","0.4793","0.4793"
"34600","0.6533","0.6533","0.6533"
"34602","0.2755","0.2755","0.2755"
"34609","1.5646","1.5646","1.5646"
"34614","0.7441","0.7441","0.7441"
"34615","0.7441","0.7441","0.7441"
"34618","0.0098","0.0098","0.0098"
"34625","0.1571","0.1571","0.1571"
"34628","0.6746","0.6746","0.6746"
"34632","0.6032","0.6032","0.6032"
"34633","0.6032","0.6032","0.6032"
"34640","0.1718","0.1718","0.1718"
"34644","0.1682","0.1682","0.1682"
"34646","0.8595","0.8595","0.8595"
"34648","0.4085","0.4085","0.4085"
"34651","0.0673","0.0673","0.0673"
"34656","0.5589","0.5589","0.5589"
"34666","0.1604","0.1604","0.1604"
"34667","0.1604","0.1604","0.1604"
"34671","0.4803","0.4803","0.4803"
"34679","0.3098","0.3098","0.3098"
"34689","0.445","0.445","0.445"
"34699","0.6422","0.6422","0.6422"
"34701","0.5307","0.5307","0.5307"
"34709","0.366","0.366","0.366"
"34711","1.6919","1.6919","1.6919"
"34712","0.8685","0.8685","0.8685"
"34713","0.8685","0.8685","0.8685"
"34718","1.6797","1.6797","1.6797"
"34721","0.3955","0.3955","0.3955"
"34725","0.3589","0.3589","0.3589"
"34730","0.0838","0.0838","0.0838"
"34733","0.4923","0.4923","0.4923"
"34734","0.5355","0.5355","0.5355"
"34735","0.5355","0.5355","0.5355"
"34740","1.0013","1.0013","1.0013"
"34746","1.1768","1.1768","1.1768"
"34756","0.0849","0.0849","0.0849"
"34758","0.7496","0.7496","0.7496"
"34761","1.2876","1.2876","1.2876"
"34764","0.4041","0.4041","0.4041"
"34765","0.4041","0.4041","0.4041"
"34768","1.0822","1.0822","1.0822"
"34770","0.5481","0.5481","0.5481"
"34771","0.5481","0.5481","0.5481"
"34777","0.1626","0.1626","0.1626"
"34778","0.5839","0.5839","0.5839"
"34784","0.3898","0.3898","0.3898"
"34785","0.3898","0.3898","0.3898"
"34788","0.6892","0.6892","0.6892"
"34789","0.6892","0.6892","0.6892"
"34790","0.4643","0.4643","0.4643"
"34792","0.8164","0.8164","0.8164"
"34793","0.8164","0.8164","0.8164"
"34794","0.389","0.389","0.389"
"34797","0.4024","0.4024","0.4024"
"34802","0.6646","0.6646","0.6646"
"34804","0.2011","0.2011","0.2011"
"34805","0.2011","0.2011","0.2011"
"34806","1.1781","1.1781","1.1781"
"34807","1.1781","1.1781","1.1781"
"34808","0.9149","0.9149","0.9149"
"34811","0.398","0.398","0.398"
"34818","0.8302","0.8302","0.8302"
"34820","0.8547","0.8547","0.8547"
"34822","0.4947","0.4947","0.4947"
"34836","0.3073","0.3073","0.3073"
"34841","0.122","0.122","0.122"
"34842","1.569","1.569","1.569"
"34846","0.1287","0.1287","0.1287"
"34856","0.6202","0.6202","0.6202"
"34857","0.6202","0.6202","0.6202"
"34861","0.71","0.71","0.71"
"34872","0.4546","0.4546","0.4546"
"34875","0.6573","0.6573","0.6573"
"34876","0.0442","0.0442","0.0442"
"34877","0.0442","0.0442","0.0442"
"34880","0.4196","0.4196","0.4196"
"34883","0.546","0.546","0.546"
"34891","0.0455","0.0455","0.0455"
"34895","0.5261","0.5261","0.5261"
"34901","1.2879","1.2879","1.2879"
"34906","0.3043","0.3043","0.3043"
"34911","0.9093","0.9093","0.9093"
"34912","0.588","0.588","0.588"
"34915","0.8629","0.8629","0.8629"
"34916","1.0012","1.0012","1.0012"
"34927","0.9931","0.9931","0.9931"
"34931","0.5969","0.5969","0.5969"
"34937","0.4401","0.4401","0.4401"
"34938","1.6152","1.6152","1.6152"
"34945","0.5144","0.5144","0.5144"
"34950","0.5699","0.5699","0.5699"
"34952","0.9511","0.9511","0.9511"
"34960","1.1654","1.1654","1.1654"
"34962","1.355","1.355","1.355"
"34965","1.0253","1.0253","1.0253"
"34970","0.8189","0.8189","0.8189"
"34972","2.3553","2.3553","2.3553"
"34980","0.4651","0.4651","0.4651"
"34989","0.4284","0.4284","0.4284"
"34991","0.7365","0.7365","0.7365"
"34992","0.8702","0.8702","0.8702"
"34994","0.5382","0.5382","0.5382"
"34996","0.4831","0.4831","0.4831"
"34997","0.4831","0.4831","0.4831"
"35009","0.192","0.192","0.192"
"35011","0.274","0.274","0.274"
"35019","1.0207","1.0207","1.0207"
"35024","0.6366","0.6366","0.6366"
"35028","1.0033","1.0033","1.0033"
"35036","0.134","0.134","0.134"
"35040","1.3377","1.3377","1.3377"
"35048","1.2485","1.2485","1.2485"
"35050","0.464","0.464","0.464"
"35052","0.7201","0.7201","0.7201"
"35053","0.7201","0.7201","0.7201"
"35062","1.1156","1.1156","1.1156"
"35063","1.1156","1.1156","1.1156"
"35065","0.1067","0.1067","0.1067"
"35069","0.4439","0.4439","0.4439"
"35073","0.3738","0.3738","0.3738"
"35075","0.013","0.013","0.013"
"35082","0.913","0.913","0.913"
"35083","0.913","0.913","0.913"
"35089","0.5367","0.5367","0.5367"
"35096","1.1324","1.1324","1.1324"
"35101","1.0852","1.0852","1.0852"
"35103","1.22","1.22","1.22"
"35104","0.3622","0.3622","0.3622"
"35106","0.5685","0.5685","0.5685"
"35109","0.8214","0.8214","0.8214"
"35110","0.8611","0.8611","0.8611"
"35111","0.8611","0.8611","0.8611"
"35112","0.5383","0.5383","0.5383"
"35115","0.5048","0.5048","0.5048"
"35120","0.5738","0.5738","0.5738"
"35121","0.5738","0.5738","0.5738"
"35132","0.1933","0.1933","0.1933"
"35137","0.4223","0.4223","0.4223"
"35143","1.1646","1.1646","1.1646"
"35145","1.2229","1.2229","1.2229"
"35157","0.4702","0.4702","0.4702"
"35158","0.5355","0.5355","0.5355"
"35161","0.3538","0.3538","0.3538"
"35163","0.5725","0.5725","0.5725"
"35166","1.609","1.609","1.609"
"35169","0.5406","0.5406","0.5406"
"35170","0.5089","0.5089","0.5089"
"35171","0.5089","0.5089","0.5089"
"35175","0.4686","0.4686","0.4686"
"35177","0.0038","0.0038","0.0038"
"35183","0.0561","0.0561","0.0561"
"35184","0.1213","0.1213","0.1213"
"35190","1.803","1.803","1.803"
"35199","0.1309","0.1309","0.1309"
"35201","0.5753","0.5753","0.5753"
"35202","0.9797","0.9797","0.9797"
"35204","0.4333","0.4333","0.4333"
"35205","0.4333","0.4333","0.4333"
"35208","1.9335","1.9335","1.9335"
